,,,,,,
lexicon,technology.machines.artifacts,hud,,"ship, vessel",,
lexicon,society.culture,zov,,art,,
lexicon,society.culture,neb,,"song, music",,
lexicon,society.culture,yup,,"shop, market, fair, bazar, esun",,
lexicon,society.culture,yag,,gender,,
lexicon,society.culture,bul,,story,,
lexicon,society.culture,vil,,"celebrate, party",,
lexicon,society.culture,lon,,"talk, say, speak, recite, utter aloud, produce a sound, kalama, toki",,
lexicon,society.culture,vob,,"home, residence, tomo",,
lexicon,society.culture,jev,,"clothing, cloth, fabric, textile, layer of privacy, len",,
lexicon,society.culture,sap,,"town, city",,
lexicon,society.culture,mod,,"queer, non-binary person, transgender, gender noncomforming, inersex, LGBTQ+, tonsi",,
lexicon,society.culture,nup,,"ask, question, query",,
lexicon,society.culture,niv,,"answer, response",,
lexicon,society.culture,sep,,"communicate, articulate, express, convey, toki",,
lexicon,society.culture,dal,,"isolate, alienate",,
lexicon,society.culture,zuc,,name,,
lexicon,society.culture,feb,,describe,,
lexicon,society.culture,lug,,"public, unrestricted, communal",,
lexicon,society.culture,jon,,"private, restricted",,
lexicon,society.culture,don,,"transaction, exchange, deal, purchase esun",,
lexicon,society.culture,gec,,"room, tomo",,
lexicon,society.culture,jiv,,"community, company, nation, group, tribe, society, kulupu",,
lexicon,society.culture,sem,,"letter, symbol, mark, writing, sitemen",,
lexicon,society.culture,ban,,"word, nimi",,
lexicon,society.culture,bom,,"money, cash, savingsm wealth, mani",,
lexicon,society.culture,dip,,"art, artistic, musi",,
lexicon,society.culture,dis,,"custom, convention, doctrin, nasin",,
lexicon,society.culture,kam,,"marital relationship, marrage",,
lexicon,qualities.states,yun,,"fair, just",,
lexicon,qualities.states,fev,,"authentic, honest",,
lexicon,qualities.states,seb,,"false, fake",,
lexicon,qualities.states,pug,,"truth, true, real, lon",,
lexicon,qualities.states,run,,"smell, scent",,
lexicon,qualities.states,lel,,"harsh, rough, sharp",,
lexicon,qualities.states,gib,,"correct, valid",,
lexicon,qualities.states,vol,,"broken, dysfunctional, bitched, damaged, harmed, messed uo, pakala",,
lexicon,qualities.states,gad,,"working, functional",,
lexicon,qualities.states,lom,,"chaotic, chaos, irregular",,
lexicon,qualities.states,dig,,"order, regular",,
lexicon,qualities.states,lus,,"complexity, complex, complicated",,
lexicon,qualities.states,nul,,"simplicity, simple",,
lexicon,qualities.states,kuv,,"dirty, polluted, soiled",,
lexicon,qualities.states,goc,,"hard, hard object lkike metal, rock, stone, kiwen",,
lexicon,qualities.states,biv,,soft,,
lexicon,qualities.states,sil,,"taste, flavor",,
lexicon,qualities.states,hag,,"sweet taste, suwi",,
lexicon,qualities.states,wol,,salty taste,,
lexicon,qualities.states,rol,,savory taste,,
lexicon,qualities.states,dud,,bitter taste,,
lexicon,qualities.states,zom,,sour taste,,
lexicon,qualities.states,dan,,"normal, ordinary, usual, meso",,
lexicon,qualities.states,gun,,"other, different, ante",,
lexicon,qualities.states,jov,,"color, kule",,
lexicon,qualities.states,pid,,"colorfulness, kule",,
lexicon,qualities.states,neg,,"dark, unlit, pimeja",,
lexicon,qualities.states,jus,,"black, pimeja",,
lexicon,qualities.states,nib,,"white, walo",,
lexicon,qualities.states,vec,,"red, loje",,
lexicon,qualities.states,vep,,"yellow, jelo",,
lexicon,qualities.states,hid,,"green, laso",,
lexicon,qualities.states,pus,,"blue, laso",,
lexicon,qualities.states,zab,,"combine, mix, mixed, unsorted, mix",,
lexicon,qualities.states,nec,,"seperated, sorted, sort",,
lexicon,qualities.states,sac,,"strong, powerful, confident, sure, energetic, intense, wawa",,
lexicon,qualities.states,fal,,"good, positive, sueful, friendly, peaceful",,
lexicon,qualities.states,sid,,"bad, negative, ike",,
lexicon,qualities.states,ruv,,"clean, sanitary",,
lexicon,qualities.states,yab,,"pure, refined",,
lexicon,qualities.states,nes,,"intoxicated, drunk, crazy, nasa",,
lexicon,qualities.states,wic,,"new, fresh, sin, young, lili",,
lexicon,qualities.states,zuv,,old,,
lexicon,qualities.states,viv,,"still, unmoving",,
lexicon,qualities.states,bus,,excited,,
lexicon,qualities.states,fap,,calm,,
lexicon,qualities.states,gab,,"quality, unquantifiable attributes",,
lexicon,qualities.states,fen,,"physical state, condition in, selo",,
lexicon,qualities.states,vos,,"disgusting, obsene, toxic, unclean, unsanitary, jaki",,
lexicon,qualities.states,sal,,"wise, sona",,
lexicon,qualities.states,kob,,couragous,,
lexicon,qualities.states,men,,respectful,,
lexicon,qualities.states,cib,,"humble, humility, anpa",,
lexicon,qualities.states,vab,,"cute, supa",,
lexicon,qualities.states,nub,,beautiful,,
lexicon,qualities.states,bev,,"skill, sona",,
lexicon,qualities.states,vub,,"innocent, suwi",,
lexicon,qualities.states,tip,,"unique, special",,
lexicon,qualities.states,zip,,"epic, awesome, amazing, eliku",,
lexicon,qualities.states,rac,,"peace, content, at peace",,
lexicon,qualities.states,pab,,"lone, alone",,
lexicon,qualities.states,lil,,free,,
lexicon,nature.physical,vom,,sky,"stimulated, alert",
lexicon,nature.physical,pel,,"glass, crystal",,
lexicon,nature.physical,til,,oil,,
lexicon,nature.physical,gol,,"stone, rock",,
lexicon,nature.physical,duc,,"electricity, lightning, spark",,
lexicon,nature.physical,juv,,"clay, paste, cream, dough, semi-solid, clinging form, ko",,
lexicon,nature.physical,yub,,outer space,,
lexicon,nature.physical,bag,,"cosmos, the universe",,
lexicon,nature.physical,yec,,planet,,
lexicon,nature.physical,pud,,star,,
lexicon,nature.physical,tup,,"night sky object, mun",,
lexicon,nature.physical,nam,,desert,,
lexicon,nature.physical,fad,,arctic tundra,,
lexicon,nature.physical,yam,,forest,,
lexicon,nature.physical,zop,,jungle,,
lexicon,nature.physical,hul,,"ocean, lake",,
lexicon,nature.physical,rov,,"grassland, field",,
lexicon,nature.physical,ron,,valley,,
lexicon,nature.physical,lod,,"plateau, something elevated,, sewi",,
lexicon,nature.physical,ral,,"mountain, highest part, sewi",,
lexicon,nature.physical,bod,,river,,
lexicon,nature.physical,tud,,"the sun in the sky, suno",,
lexicon,nature.physical,yep,,"the moon in the sky, mun",,
lexicon,nature.physical,sos,,rain,,
lexicon,nature.physical,zum,,snow,,
lexicon,nature.physical,wim,,metal,,
lexicon,nature.physical,sed,,wood,,
lexicon,nature.physical,gap,,day,,
lexicon,nature.physical,kip,,night,,
lexicon,nature.physical,zal,,"fire, seli",,
lexicon,nature.physical,jim,,day (calendar day),,
lexicon,nature.physical,rom,,month,,
lexicon,nature.physical,dac,,year,,
lexicon,nature.physical,had,,"hot, heat, energy, seli",,
lexicon,nature.physical,ceb,,"cold, cool, lete",,
lexicon,nature.physical,zel,,ice,,
lexicon,nature.physical,ris,,sand,,
lexicon,nature.physical,rad,,"land, territory, country, ma",,
lexicon,nature.physical,jib,,"the world, a world",,
lexicon,nature.physical,cev,,"smoke, cloud",,
lexicon,nature.physical,wup,,"air, gas, atmosphere, kon",,
lexicon,nature.physical,peg,,"pool, puddle",,
lexicon,nature.physical,pim,,sound,,
lexicon,nature.physical,fes,,"light (loose synonym of brightness), suno",,
lexicon,nature.physical,poc,,"brightness, glow, radiance, shine, light source suno",,
lexicon,nature.physical,bon,,loud,,
lexicon,nature.physical,bep,,"soil, earth, ma",,
lexicon,nature.physical,hob,,"outdoors, ma",,
lexicon,nature.physical,nem,,"spice, adornment, namako",,
lexicon,nature.physical,nid,,"powder, dust, soot, ko",,
lexicon,nature.physical,ril,,natural,,
lexicon,living-organisms,ven,,"sleep, asleep, lape",,
lexicon,living-organisms,zol,,"rest, relax, chill out, lape",,
lexicon,living-organisms,los,,awake,,
lexicon,living-organisms,map,,wild,,
lexicon,living-organisms,gov,,"alive, life, living",,
lexicon,living-organisms,moc,,tooth,,
lexicon,living-organisms,pad,,"non-cute animal, reptile, amphibian, akesi",,
lexicon,living-organisms,keb,,"claw, nail, hoof",,
lexicon,living-organisms,wev,,biological sex,,
lexicon,living-organisms,nev,,mammal,,
lexicon,living-organisms,com,,"bird, flying creature, winged animal, waso",,
lexicon,living-organisms,cap,,"fruit, kili",,
lexicon,living-organisms,las,,"vegatable, kili",,
lexicon,living-organisms,jis,,"grain, bread, rice, cereal, oat, corn, wheat, pasta, pan",,
lexicon,living-organisms,tis,,soup,,
lexicon,living-organisms,pov,,"meat, muscle",,
lexicon,living-organisms,cem,,"milk, dairy",,
lexicon,living-organisms,tic,,egg,,
lexicon,living-organisms,ros,,"water, liquid",,
lexicon,living-organisms,wec,,"eat, drink, ingest, moku",,
lexicon,living-organisms,civ,,"food, moku",,
lexicon,living-organisms,hec,,"breath, breathe, kon",,
lexicon,living-organisms,jin,,"heart, pilin",,
lexicon,living-organisms,cam,,"foot, noka",,
lexicon,living-organisms,res,,"hand, luka",,
lexicon,living-organisms,muc,,"mother, ma",,
lexicon,living-organisms,peb,,"parent, creator, originator, caretaker, sustainer, ma",,
lexicon,living-organisms,kec,,child/offspring,,
lexicon,living-organisms,bub,,elder,,
lexicon,living-organisms,ken,,"adult, suli",,
lexicon,living-organisms,kem,,adolescent,,
lexicon,living-organisms,sov,,child,,
lexicon,living-organisms,yap,,baby,,
lexicon,living-organisms,gep,,brain,,
lexicon,living-organisms,rug,,"fish, marine animal, sea creature, kala",,
lexicon,living-organisms,yol,,"mouth, lips, oral cavity, jaw, uta",,
lexicon,living-organisms,ceg,,"insect, ant, spider",,
lexicon,living-organisms,zim,,tree,,
lexicon,living-organisms,gon,,"mushroom, fungus, soko",,
lexicon,living-organisms,vac,,bone,,
lexicon,living-organisms,huv,,dog,,
lexicon,living-organisms,ton,,cat,,
lexicon,living-organisms,rid,,seed,,
lexicon,living-organisms,cab,,"head, lawa",,
lexicon,living-organisms,sol,,"finger, toe, digit",,
lexicon,living-organisms,yal,,"animal (in general), soweli",,
lexicon,living-organisms,tol,,"plant, vegitation, herb, leaf, kasi",,
lexicon,living-organisms,yic,,"hair, fur, ploomage",,
lexicon,living-organisms,giv,,"death, dead, dying, moli",,
lexicon,living-organisms,cag,,chest,,
lexicon,living-organisms,gem,,breast,,
lexicon,living-organisms,mis,,"sibling, sama",,
lexicon,living-organisms,wag,,relative,,
lexicon,living-organisms,kid,,"sexual, sexuality, have sex, unpa",,
lexicon,living-organisms,sug,,birth,,
lexicon,living-organisms,lis,,"call, yell",,
lexicon,living-organisms,sop,,"hunt, forrage, alasa",,
lexicon,living-organisms,san,,"stomach, insa",,
lexicon,living-organisms,zul,,"internal organ, insa",,
lexicon,living-organisms,mel,,cook,,
lexicon,living-organisms,lub,,"ancestor, ma",,
lexicon,living-organisms,luv,,descendant,,
lexicon,living-organisms,lev,,"body, selo",,
lexicon,living-organisms,dom,,"torso, selo",,
lexicon,living-organisms,bam,,"face, sinpin",,
lexicon,living-organisms,duv,,"animal beast, land mamal, soweli",,
lexicon,living-organisms,tid,,"eye, vision, oko",,
lexicon,living-organisms,bug,,grow,,
lexicon,living-organisms,tac,,flower,,
lexicon,geometry.number.time,fed,,"similar, like, sama",is like,
lexicon,geometry.number.time,nuv,,"outside, outer",,
lexicon,geometry.number.time,jug,,"inside, inner, intro-",,
lexicon,geometry.number.time,ten,,right side,,
lexicon,geometry.number.time,dos,,left side,,
lexicon,geometry.number.time,pac,,"top, above, up, high, sewi",,
lexicon,geometry.number.time,yid,,"bottom, below, down, low, anpa",,
lexicon,geometry.number.time,fec,,"front, foremost, in front of, ahead of, sinpin",,
lexicon,geometry.number.time,jul,,"facing, presenting toward",,
lexicon,geometry.number.time,fil,,"behind, back, rear, monsi",,
lexicon,geometry.number.time,wus,,first,,
lexicon,geometry.number.time,vod,,last,,
lexicon,geometry.number.time,wem,,"side, beside, by, abreast of, next to, poka",,
lexicon,geometry.number.time,pis,,"distance, displacement, comparitive difference, contrast, ante",,
lexicon,geometry.number.time,rag,,"limb, branch",,
lexicon,geometry.number.time,reg,,"ball, sphere, sike",,
lexicon,geometry.number.time,yob,,"slope, ramp",,
lexicon,geometry.number.time,wug,,"size, volume",,
lexicon,geometry.number.time,yus,,"boundary, selo",,
lexicon,geometry.number.time,wum,,"surface, sheet, selo",,
lexicon,geometry.number.time,rum,,"hole, passage, door, orifice, window, lupa",,
lexicon,geometry.number.time,toc,,line,,
lexicon,geometry.number.time,num,,"grid, array, lattice, tiling, tessellation",,
lexicon,geometry.number.time,feg,,smooth,,
lexicon,geometry.number.time,rep,,"full, fullness",,
lexicon,geometry.number.time,hov,,"matter, material",,
lexicon,geometry.number.time,beg,,"middle, center",,
lexicon,geometry.number.time,dol,,straight,,
lexicon,geometry.number.time,mob,,"curved, bent",,
lexicon,geometry.number.time,tig,,"tight, tightness, firmness",,
lexicon,geometry.number.time,zup,,"square, rectangle, leko",,
lexicon,geometry.number.time,kel,,"wall, barrier, sinpin",,
lexicon,geometry.number.time,pev,,"dot, point",,
lexicon,geometry.number.time,wip,,"brick, block, cube, leko",,
lexicon,geometry.number.time,man,,"particle, atom, smallest part of, lili",,
lexicon,geometry.number.time,vog,,"object, thing, phenomenon, substance, ijo",,
lexicon,geometry.number.time,tub,,"shape, form, configuration",,
lexicon,geometry.number.time,teb,,cone,,
lexicon,geometry.number.time,mem,,"intersect, connect, physical touch",,
lexicon,geometry.number.time,cov,,thickness,,
lexicon,geometry.number.time,rip,,"container, bag, bowl, box, cup, cupboard, drawer, vessel, poki",,
lexicon,geometry.number.time,pos,,"stick, staff, pole, long hard thing, branch, rod, palisa",,
lexicon,geometry.number.time,cec,,"tube, pipe, tunnel",,
lexicon,geometry.number.time,ran,,"ring, circle, disc, wheel, sike",,
lexicon,geometry.number.time,vuv,,"bump, button, hill, nose, protuberance, nena",,
lexicon,geometry.number.time,gog,,"corner, angle",,
lexicon,geometry.number.time,zas,,"deep, under",,
lexicon,geometry.number.time,jol,,through,,
lexicon,geometry.number.time,fel,,weight,,
lexicon,geometry.number.time,pol,,open,,
lexicon,geometry.number.time,mes,,closed,,
lexicon,geometry.number.time,lin,,"outer form, outer layer, bark, peel, rind, shell, skin, selo",,
lexicon,geometry.number.time,kom,,"change, transformation, process, unfolding, ante",,
lexicon,geometry.number.time,sad,,"move, movement, motion, activity, tawa",,
lexicon,geometry.number.time,wom,,"transport, point to point movement, tawa",,
